Name,Type,One Liner,Industry,Website,Description,Business Model,Mega-trend,Driver,Value Chain Position,Stack Position,Theme,Focus Area,Opportunity Space- OLD,Tagged Opp Space?,Opp Space (V1),Final Opp Space,Founded,Employees,Country,City,Location,Funded,Funding Stage,Latest Funding Date,Latest Funding (USD),Total Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Owner,Checked,Inc. Radar,Hero,BHG Partnered,OLD - Focus Areas,OLD - Opp Space,Input,RM Relationship,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Result,0.3,0.5,0.2,Text to no.conversion,Rnd,Contact - Email,Contact - LinkedIn
Price f(x),Startup,Price optimisation software,Cross-industry,https://www.pricefx.com ,"Pricefx’s cloud-hosted, modularized platform connects to apps and algorithmic libraries to analyze and manage pricing. PriceOptimizer — leverages machine learning and data science techniques to test various pricing strategies, segments, volumes, and margins",,,,,,Data Utilisation,Price Optimisation,Data driven pricing platform,,Automated pricing (Merged with commercial modelling),Intelligent Pricing,2011,251-500,Germany,,Europe,Yes,Series C,,,"131,300,000",Mature,,,Hazel,Yes,TRUE,TRUE,FALSE,,,Old,General Scouting,,1,0.66,1,0.83,Mature,,,,,18601,,
FreightTracker,Startup,Transport and fleet management solution for shippers and carriers,Adjacent,https://freighttracker.com.au,"Freight Tracker is a SaaS based transport and fleet management solution for shippers and carriers. Freight Tracker is a joint venture between Yuranga, an Australian web technology company, and Easy To Use Transport Systems, a software developer for the trucking industry in Australia. Freight Tracker offers multiple modules like CRM, customer portal, freight and container tracking, line haul and warehouse management etc. for managing logistics supply chain activities.",Logistics Tech > Freight > Software Solutions > TMS,,,,,Digital Trading,Intelligent Sourcing,,,,,2009,,Australia,,Global,No,Unfunded,,,Not Applicable,Nascent,,2,,,FALSE,,FALSE,Data & AI,Trade Digitization and Analytics,Old,Decarb,At least definitely for SCR - has other products - https://30kft.com.au/,1,0,0,0.3,Nascent,,,,,2046,,"http://linkedin.com/in/andrewthornberry
 http://linkedin.com/in/jared-winton-29a75730"
Focus Telesindo,Startup,Provider of navigation systems,,https://focustelesindo.com,"Focus Telesindo is a provider of navigation systems. It offers navigation equipments such as Automatic identification system, autopilot, bridge navigational alarm system, echosounder, magnetic compass, navigation telex, power supply, and radar. It has partnered with NSR, Entel, Daiko, Sailor, Garmin, Kenwood, Hanshin, Simrad, and Raymarine.",Maritime Tech > Marine Electronics > Navigation,,,,,New Customer Services,Vessel Services,Navigation & Communication,,,,2012,,Indonesia,,Global,No,Unfunded,,,Not Applicable,Nascent,,,,,FALSE,,FALSE,Data & AI,Voyage Optimization and Navigation,Old,Decarb,,0.5,0,0,0.15,Nascent,,,,,23493,,
Meeami,,"4G WiMAX base stations, CPE, and network management solutions provider",Telecomm,http://www.meeamitech.com,"API & AI Technology For Human-Machine Interaction. Mercury Networks (doing business as PureWave WiMAX) provides 4G WiMAX base stations, CPE (customer premise equipment), and network management solutions to the wireless ISPs enabling them to provide wireless broadband and digital telephone services to the end customers. Its product portfolio includes Quantum 6600 (single carrier base station based on PureMAX smart antenna beamforming technology, also comes in multi-carrier configuration), CPE routers, and CERES management (features include provisioning, billing, ticketing, authentication etc). It has acquired Quantum WiMAX product line from PureWave Networks (a small cell and compact base station provider).",,,,,,Data Utilisation,Intelligent & Autonomous Shipping,Human-Machine communication,Yes,Deprioritised,Deprioritised,2007,51-200,USA,Fort Wayne,Global,No,Unfunded,,,,Emerging,,,Hazel,Yes,TRUE,,FALSE,Data & AI,5G Connectivity,Old,General Scouting,,1,0,1,0.5,Emerging,,,,,11526,,
"e2log",,,Shipping,https://e2log.com/,e2log is a digital ecosystem for the door to door shipping of oversize cargoes.,,,,,,Digital Trading,Digital Bunker Trading,Cargo management,,Cargo Tracking,Cargo Tracking,2018,11-50,USA,,Global,Yes,Seed,,,"1,749,999",Nascent,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,28902,,
Deepsea,,Integrated solutions for AI-enabled vessel monitoring & management,,https://www.deepsea.ai/,"DeepSea Technologies provides integrated hardware & software solutions for AI-enabled vessel monitoring & management. Offers 'Cassandra', a solution consisting of marine-compatible hardware devices for data acquisition and its corresponding cloud-based solution. Covers aspects such as vessel & hull monitoring, real-time hull & engineer's information, fuel consumption monitoring & alerts, hull cleaning simulations, and anomalies reporting among others",,,,,,New Customer Services,Vessel Services,Vessel Monitoring & Management,Yes,Monitoring Fuel Consumption,Monitoring Fuel Consumption,2017,51-200,Greece,Piraeus,Europe,Yes,Series A,,,"3,250,000",Emerging,,,Miles,,TRUE,,FALSE,Supply chain optimisation,In-land infrastructure development,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,22844,,
EasyParcel,Startup,,Shipping,https://easyparcel.my/,EasyParcel is an Online Booking Platform for Parcel Delivery.,,,,,,Digital Trading,Online Marketplace,Inquiry managememt,,Inquiry Management,Intelligent Pricing,2014,11-50,Malaysia,,Global,Yes,Series B,,,"10,600,000",Emerging,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,42005,,
Paradyn,Startup,"Paradyn's BlendOpt software is a mining supply chain optimization software using interactive analytics and mathematical optimization; to analyze material flow traceability from orebody block to point of sale. It can optimize transportation, routing, stockpiling, and processing decisions. Mining software solutions include product strategy optimization, logistics, design studies, and integrated planning; for mine-to-market optimization. It also provides consulting services and partner with other consulting companies for end-to-end services, and license BlendOpt software using a SaaS model.",Adjacent,https://paradynsystems.com,"Paradyn's BlendOpt software is a mining supply chain optimization software using interactive analytics and mathematical optimization; to analyze material flow traceability from orebody block to point of sale. It can optimize transportation, routing, stockpiling, and processing decisions. Mining software solutions include product strategy optimization, logistics, design studies, and integrated planning; for mine-to-market optimization. It also provides consulting services and partner with other consulting companies for end-to-end services, and license BlendOpt software using a SaaS model.",Mining Tech > Operations > Supply Chain Management,,,,,Digital Trading,Intelligent Sourcing,Supply chain Optimization,,,,2012,,Australia,Melbourne,Global,No,Unfunded,,,Not Applicable,Nascent,,3,,,FALSE,TRUE,FALSE,Supply Chain Visibility,E2E SC transparency,Old,SCR,Already working with Vale ( altough unfunded on tracxon). Would be interesting to check if they would want them onboard,0.5,0,0,0.15,Nascent,,,,,45300,sven.schellenberg@paradynsystems.com,http://linkedin.com/in/sven-schellenberg-78a80841
Mineral Carbonation International,Startup,Provider of carbon capture and sequestration solutions,Chemicals,https://www.mineralcarbonation.com,Mineral Carbonation specializes in providing carbon capture and sequestration solutions. It offers a technology that converts large scale CO2 into other products by using a mineral carbonation process.,,,,,,Decarbonisation,Other,Carbon capture,,,Deprioritised,2013,1-10,Australia,Newcastle,Global,No,Unfunded,,,Not Applicable,Nascent,,,Hazel,Yes,FALSE,,FALSE,"Carbon CS, offsetting & trading",CO2 Upcycling,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,3794,,
Easysend,Startup,,Insurance,http://www.easysend.io//,EasySend helps banks and insurance companies to quickly convert paper forms and PDFs into digital experiences. This technology could be extended to make the customer acquisition process more digital,,,,,,New Customer Services,Customer Lifecycle Management,,,Deprioritised,Deprioritised,2016,51-100,Israel,,Global,Yes,Series A,,,"16,000,000",Nascent,,,Hazel,Yes,TRUE,FALSE,FALSE,,,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,44917,,
Easyship,,,Shipping,https://www.easyship.com/,"Easyship is an end-to-end logistics platform, built to enable hyper-local to cross-border eCommerce, while removing barriers to entry, like inefficient systems and prohibitive cost's for SME's.",,,,,,Digital Trading,Online Marketplace,Online marketplace,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2014,51-200,China,,Global,Yes,Series A,,,"4,000,000",Emerging,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,39630,,
Ecco-Freight,,Tech-enabled freight forwarder,Maritime,https://www.ecco-freight.com/en/,"Ecco-Freight is a freight forwarding and 3PL services provider with an emphasis on reducing the environmental impact of logistics process. The company claims to use technology and specially crafted solutions for reducing the carbon footprint. Their offering Eccoprint measures the carbon footprint of an operation, and EccontainerCare makes sure the container used is safe for food products. Also provide EccoTanks, a service offering for forwarding liquids. The company also uses their tracking technology Eccotrack to allows clients to check real-time status, invoices and documentation for their cargo and analyse freight traffic.",,,,,,Digital Trading,Online Marketplace,Freight forwarding,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2014,11-50,Spain,Madrid,Europe,No,Unfunded,,,,Nascent,,,Vish,Yes,TRUE,,FALSE,Business Model Innovation,Green Freight,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,37309,,
Fleet Cleaner,Startup,,Maritime,https://www.fleetcleaner.com/,,Maritime Tech > Shipping and Port Management > Shipping Management > Maintenance > Ship Cleaning Robots,,,,,New Customer Services,Vessel Services,Vessel Operations & Safety,,,,2011,,Netherlands,Delft,Europe,No,Unfunded,,,Not Applicable,Nascent,,,,,FALSE,FALSE,FALSE,Autonomous Supply Chains,Inspection robotics,Old,SCR,Ship Haul inspection and cleaning. very early though they are founded in 2011,1,0,0,0.3,Nascent,,,,,13376,,
Modularity,Startup,Enable transactive grid using block chain,Energy,https://www.modularitygrid.com/,"Modularity is a virtual power plant, that leverages artificial intelligence and blockchain, for autonomous real time control and management of the generation of electricity from prosumers with distributed resources (solar, batteries etc.) for distribution. This enables seamless demand-based sharing of electricity within an ecosystem of consumers, prosumers and producers.  iT enables owners of rooftop solar, batteries etc. who are connected to a grid, to sell their surplus electricity directly to their neighbours.",,,,,,Data Utilisation,Intelligent & Autonomous Shipping,,,Deprioritised,Deprioritised,2017,1-10,United Kingdom,London,Europe,No,Seed,,,"1,400,000",Nascent,,,,,TRUE,,FALSE,CO2 Transparency,Blockchain For CO2 Provenance,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,32314,,
Phytonix,Startup,"industrial biotechnology company which produces biofuels from carbon dioxide. Through its patented technology, the company will initially produce biobutanol and biopentanol to replace gasoline",Industrial Biotechnology,https://phytonix.com/,"Phytonix Corporation (fka Planktonix Corporation) is an industrial biotechnology company which produces biofuels from carbon dioxide. Through its patented technology, the company will initially produce biobutanol and biopentanol to replace gasoline. The first product in pipeline, n-butanol, can be used for a broad array of fuels and chemicals including jet fuels, bio-based plastics, and synthetic rubber.",,,,,,Decarbonisation,New Fuels,Carbon capture and turn into useful products ,,Supply new fuels,Physical Supply of New Fuels,2009,1-10,USA,Black Mountain,Global,Yes,Seed,,,"3,050,000",Emerging,,,Hazel,Yes,TRUE,,FALSE,"Carbon CS, offsetting & trading",CO2 Upcycling,Old,General Scouting,,1,0,1,0.5,Emerging,,,,,49569,,
Idea Sba,Startup,"Idea Sba provides fleet management solutions for vessels. The solution also includes a mobile application for crew and captains. Its functionalities include crew management, maintenance, and fleet management. As of Aug 2017, it claims to have the 900 vessels using the software.",Maritime,https://idea-sba.com/#fleet,"Idea Sba provides fleet management solutions for vessels. The solution also includes a mobile application for crew and captains. Its functionalities include crew management, maintenance, and fleet management. As of Aug 2017, it claims to have the 900 vessels using the software.","ERP > Logistics > Freight Forwarders
 Logistics Tech > Freight > Software Solutions > Maritime > Ship Management
 Maritime Tech > Shipping and Port Management > Port Management > Cost Management",,,,,New Customer Services,Vessel Services,Realtime management,,,,2016,,Germany,Dusseldorf,Europe,No,Unfunded,,,Not Applicable,Nascent,,,Miles,,FALSE,TRUE,FALSE,Agile and adaptive logistic network,Predictive Maintinance,Old,SCR,"Vessel maintinance and over all performance monitoring+ digitized  documentations. As of Aug 2017, it claims to have the 900 vessels using the software.",0.5,0,0,0.15,Nascent,,,,,4774,tobias.allebrodt@spectec.net,http://linkedin.com/in/tobias-allebrodt-134a219
